method_family,method,amount,task,source_model_label,pruning_seed,score_batch_seed,positive_prob_count,rescale_min,rescale_mean,rescale_std,rescale_q50,rescale_q75,rescale_q90,rescale_q95,rescale_q99,rescale_q999,rescale_max,frac_rescale_gt10,frac_rescale_gt20,score_sum,score_max,scale_factor,capped_probs,sigma_used,adaptive_shift,adaptive_attempt
L-NP,V-NP rescale,0.8,modcog:dlydm1intseq,dlydm1intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed1,1,100001,261632,1.0,101.22291695022489,31307.603839995118,6.144105925057067,12.715407271604732,31.92650062298174,63.30161200513445,317.7443854878417,2852.819221746904,15966829.110986365,0.31631069593933464,0.15992309809197652,51268.556515654316,1.0,0.008195248515497739,2101,nan,1.0,2
L-NP,V-NP rescale,0.8,modcog:dlydm1intseq,dlydm1intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed1,2,100002,261632,1.0,101.22291695022489,31307.603839995118,6.144105925057067,12.715407271604732,31.92650062298174,63.30161200513445,317.7443854878417,2852.819221746904,15966829.110986365,0.31631069593933464,0.15992309809197652,51268.556515654316,1.0,0.008195248515497739,2101,nan,1.0,2
L-NP,V-NP rescale,0.8,modcog:dlydm1intseq,dlydm1intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed2,0,100000,261632,1.0,115.25142480270384,30377.0654693714,6.385579165962499,13.255140401811843,33.38198593966457,66.47024028651246,331.4405473463374,3372.8652477995306,14983326.880046433,0.32924107142857145,0.16669214774951077,50966.193033800286,1.0,0.007528753563198901,2799,nan,1.0,2
L-NP,V-NP rescale,0.8,modcog:dlydm1intseq,dlydm1intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed2,1,100001,261632,1.0,115.25142480270384,30377.0654693714,6.385579165962499,13.255140401811843,33.38198593966457,66.47024028651246,331.4405473463374,3372.8652477995306,14983326.880046433,0.32924107142857145,0.16669214774951077,50966.193033800286,1.0,0.007528753563198901,2799,nan,1.0,2
L-NP,V-NP rescale,0.8,modcog:dlydm1intseq,dlydm1intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed2,2,100002,261632,1.0,115.25142480270384,30377.0654693714,6.385579165962499,13.255140401811843,33.38198593966457,66.47024028651246,331.4405473463374,3372.8652477995306,14983326.880046433,0.32924107142857145,0.16669214774951077,50966.193033800286,1.0,0.007528753563198901,2799,nan,1.0,2
L-NP,V-NP rescale,0.8,modcog:dlydm2intseq,dlydm2intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed0,0,100000,261632,1.0,42.508687679752065,1931.6945766770798,6.0339062664724405,12.495083967959383,31.05556803104945,62.49911585551076,312.2088006210014,3093.747533740525,592225.7843064592,0.3115750366927593,0.1561468016144814,51786.25393725561,1.0,0.008136916885197147,1606,nan,1.0,2
L-NP,V-NP rescale,0.8,modcog:dlydm2intseq,dlydm2intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed0,1,100001,261632,1.0,42.508687679752065,1931.6945766770798,6.0339062664724405,12.495083967959383,31.05556803104945,62.49911585551076,312.2088006210014,3093.747533740525,592225.7843064592,0.3115750366927593,0.1561468016144814,51786.25393725561,1.0,0.008136916885197147,1606,nan,1.0,2
L-NP,V-NP rescale,0.8,modcog:dlydm2intseq,dlydm2intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed0,2,100002,261632,1.0,42.508687679752065,1931.6945766770798,6.0339062664724405,12.495083967959383,31.05556803104945,62.49911585551076,312.2088006210014,3093.747533740525,592225.7843064592,0.3115750366927593,0.1561468016144814,51786.25393725561,1.0,0.008136916885197147,1606,nan,1.0,2
L-NP,V-NP rescale,0.8,modcog:dlydm2intseq,dlydm2intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed1,0,100000,261632,1.0,41.318141766965155,1512.0329153548407,6.612971820465243,13.750803198960906,34.538234517894075,70.09419352149708,366.79948156163516,3544.368607839532,566879.0546628555,0.340696092221135,0.1723757032778865,49217.2253813642,1.0,0.0070700822330134715,3451,nan,1.0,2
L-NP,V-NP rescale,0.8,modcog:dlydm2intseq,dlydm2intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed1,1,100001,261632,1.0,41.318141766965155,1512.0329153548407,6.612971820465243,13.750803198960906,34.538234517894075,70.09419352149708,366.79948156163516,3544.368607839532,566879.0546628555,0.340696092221135,0.1723757032778865,49217.2253813642,1.0,0.0070700822330134715,3451,nan,1.0,2
L-NP,V-NP rescale,0.8,modcog:dlydm2intseq,dlydm2intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed1,2,100002,261632,1.0,41.318141766965155,1512.0329153548407,6.612971820465243,13.750803198960906,34.538234517894075,70.09419352149708,366.79948156163516,3544.368607839532,566879.0546628555,0.340696092221135,0.1723757032778865,49217.2253813642,1.0,0.0070700822330134715,3451,nan,1.0,2
L-NP,V-NP rescale,0.8,modcog:dlydm2intseq,dlydm2intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed2,0,100000,261632,1.0,100.95439071277413,29414.066694693294,5.7897998564337385,12.011697348893858,30.054906258833476,61.058247911527786,304.2696906247226,3127.5116272456953,14994890.081141042,0.29870963796477495,0.15085310665362034,52290.70541803709,1.0,0.015205030045039852,274,nan,2.0,3
L-NP,V-NP rescale,0.8,modcog:dlydm2intseq,dlydm2intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed2,1,100001,261632,1.0,100.95439071277413,29414.066694693294,5.7897998564337385,12.011697348893858,30.054906258833476,61.058247911527786,304.2696906247226,3127.5116272456953,14994890.081141042,0.29870963796477495,0.15085310665362034,52290.70541803709,1.0,0.015205030045039852,274,nan,2.0,3
L-NP,V-NP rescale,0.8,modcog:dlydm2intseq,dlydm2intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed2,2,100002,261632,1.0,100.95439071277413,29414.066694693294,5.7897998564337385,12.011697348893858,30.054906258833476,61.058247911527786,304.2696906247226,3127.5116272456953,14994890.081141042,0.29870963796477495,0.15085310665362034,52290.70541803709,1.0,0.015205030045039852,274,nan,2.0,3
L-NP,V-NP rescale,0.8,modcog:dm1seqr,dm1seqr_tanh_h512_12k_lr0006_seqbest_no_l2_seed0,0,100000,261632,1.0,100.57099286103353,31953.142038267062,5.657173161935595,11.518077788923252,28.749619460190207,58.23763886217169,285.3138492313296,2975.8323953307095,16327794.098590644,0.28738839285714285,0.1445083170254403,52264.21398547653,1.0,0.014050590333077437,299,nan,2.0,3
L-NP,V-NP rescale,0.8,modcog:dm1seqr,dm1seqr_tanh_h512_12k_lr0006_seqbest_no_l2_seed0,1,100001,261632,1.0,100.57099286103353,31953.142038267062,5.657173161935595,11.518077788923252,28.749619460190207,58.23763886217169,285.3138492313296,2975.8323953307095,16327794.098590644,0.28738839285714285,0.1445083170254403,52264.21398547653,1.0,0.014050590333077437,299,nan,2.0,3
L-NP,V-NP rescale,0.8,modcog:dm1seqr,dm1seqr_tanh_h512_12k_lr0006_seqbest_no_l2_seed0,2,100002,261632,1.0,100.57099286103353,31953.142038267062,5.657173161935595,11.518077788923252,28.749619460190207,58.23763886217169,285.3138492313296,2975.8323953307095,16327794.098590644,0.28738839285714285,0.1445083170254403,52264.21398547653,1.0,0.014050590333077437,299,nan,2.0,3
L-NP,V-NP rescale,0.8,modcog:dm1seqr,dm1seqr_tanh_h512_12k_lr0006_seqbest_no_l2_seed1,0,100000,261632,1.0,32.590855316770416,930.1081544239909,5.422821472121333,10.888260764195687,27.211690962463486,54.535017294648746,275.98658438721185,2845.655320112171,300058.23051517934,0.27229849559686886,0.13606516022504891,52325.64926214227,1.0,0.008258136434816009,13,nan,1.0,2
L-NP,V-NP rescale,0.8,modcog:dm1seqr,dm1seqr_tanh_h512_12k_lr0006_seqbest_no_l2_seed1,1,100001,261632,1.0,32.590855316770416,930.1081544239909,5.422821472121333,10.888260764195687,27.211690962463486,54.535017294648746,275.98658438721185,2845.655320112171,300058.23051517934,0.27229849559686886,0.13606516022504891,52325.64926214227,1.0,0.008258136434816009,13,nan,1.0,2
L-NP,V-NP rescale,0.8,modcog:dm1seqr,dm1seqr_tanh_h512_12k_lr0006_seqbest_no_l2_seed1,2,100002,261632,1.0,32.590855316770416,930.1081544239909,5.422821472121333,10.888260764195687,27.211690962463486,54.535017294648746,275.98658438721185,2845.655320112171,300058.23051517934,0.27229849559686886,0.13606516022504891,52325.64926214227,1.0,0.008258136434816009,13,nan,1.0,2
L-NP,V-NP rescale,0.8,modcog:dm1seqr,dm1seqr_tanh_h512_12k_lr0006_seqbest_no_l2_seed2,0,100000,261632,1.0,36.700240461231026,3481.145090397282,5.539358238730706,11.24204176922169,28.21491540955367,56.474242111749476,281.31595445399216,2532.569718138685,1730713.3624920193,0.28038619129158515,0.14036509295499022,52313.67704213472,1.0,0.015106540709136956,90,nan,2.0,3
L-NP,V-NP rescale,0.8,modcog:dm1seqr,dm1seqr_tanh_h512_12k_lr0006_seqbest_no_l2_seed2,1,100001,261632,1.0,36.700240461231026,3481.145090397282,5.539358238730706,11.24204176922169,28.21491540955367,56.474242111749476,281.31595445399216,2532.569718138685,1730713.3624920193,0.28038619129158515,0.14036509295499022,52313.67704213472,1.0,0.015106540709136956,90,nan,2.0,3
L-NP,V-NP rescale,0.8,modcog:dm1seqr,dm1seqr_tanh_h512_12k_lr0006_seqbest_no_l2_seed2,2,100002,261632,1.0,36.700240461231026,3481.145090397282,5.539358238730706,11.24204176922169,28.21491540955367,56.474242111749476,281.31595445399216,2532.569718138685,1730713.3624920193,0.28038619129158515,0.14036509295499022,52313.67704213472,1.0,0.015106540709136956,90,nan,2.0,3
L-NP,V-NP rescale,0.8,modcog:dm2seql,dm2seql_tanh_h512_12k_lr0006_seqbest_no_l2_seed0,0,100000,261632,1.0,44.11373599216057,3310.500649255037,5.719251856695081,11.761619745347295,29.327988392469145,58.140525700515035,294.9837194492038,2781.9434837908602,1479941.5213750661,0.2924948018590998,0.14705387720156557,52164.85369713448,1.0,0.0138013470166659,512,nan,2.0,3
L-NP,V-NP rescale,0.8,modcog:dm2seql,dm2seql_tanh_h512_12k_lr0006_seqbest_no_l2_seed0,1,100001,261632,1.0,44.11373599216057,3310.500649255037,5.719251856695081,11.761619745347295,29.327988392469145,58.140525700515035,294.9837194492038,2781.9434837908602,1479941.5213750661,0.2924948018590998,0.14705387720156557,52164.85369713448,1.0,0.0138013470166659,512,nan,2.0,3
L-NP,V-NP rescale,0.8,modcog:dm2seql,dm2seql_tanh_h512_12k_lr0006_seqbest_no_l2_seed0,2,100002,261632,1.0,44.11373599216057,3310.500649255037,5.719251856695081,11.761619745347295,29.327988392469145,58.140525700515035,294.9837194492038,2781.9434837908602,1479941.5213750661,0.2924948018590998,0.14705387720156557,52164.85369713448,1.0,0.0138013470166659,512,nan,2.0,3
L-NP,V-NP rescale,0.8,modcog:dm2seql,dm2seql_tanh_h512_12k_lr0006_seqbest_no_l2_seed1,0,100000,261632,1.0,40.15024678482396,2151.2042927384905,5.632906691060651,11.47874424562114,28.649790306635715,57.768268858111085,294.31451082604264,3198.9330564301013,907474.0526300917,0.28666600415851273,0.14324318126223093,52268.78980387687,1.0,0.014279707040172252,281,nan,2.0,3
L-NP,V-NP rescale,0.8,modcog:dm2seql,dm2seql_tanh_h512_12k_lr0006_seqbest_no_l2_seed1,1,100001,261632,1.0,40.15024678482396,2151.2042927384905,5.632906691060651,11.47874424562114,28.649790306635715,57.768268858111085,294.31451082604264,3198.9330564301013,907474.0526300917,0.28666600415851273,0.14324318126223093,52268.78980387687,1.0,0.014279707040172252,281,nan,2.0,3
L-NP,V-NP rescale,0.8,modcog:dm2seql,dm2seql_tanh_h512_12k_lr0006_seqbest_no_l2_seed1,2,100002,261632,1.0,40.15024678482396,2151.2042927384905,5.632906691060651,11.47874424562114,28.649790306635715,57.768268858111085,294.31451082604264,3198.9330564301013,907474.0526300917,0.28666600415851273,0.14324318126223093,52268.78980387687,1.0,0.014279707040172252,281,nan,2.0,3
L-NP,V-NP rescale,0.8,modcog:dm2seql,dm2seql_tanh_h512_12k_lr0006_seqbest_no_l2_seed2,0,100000,261632,1.0,42.27192633104408,2742.361849092731,5.448714010710807,10.95171338681482,27.43503257949761,54.551190951379915,279.01958832988225,2975.8285597850313,909149.8734294865,0.27377002813111545,0.13693661325831702,52323.02097684008,1.0,0.015745834340879575,28,nan,2.0,3
L-NP,V-NP rescale,0.8,modcog:dm2seql,dm2seql_tanh_h512_12k_lr0006_seqbest_no_l2_seed2,1,100001,261632,1.0,42.27192633104408,2742.361849092731,5.448714010710807,10.95171338681482,27.43503257949761,54.551190951379915,279.01958832988225,2975.8285597850313,909149.8734294865,0.27377002813111545,0.13693661325831702,52323.02097684008,1.0,0.015745834340879575,28,nan,2.0,3
L-NP,V-NP rescale,0.8,modcog:dm2seql,dm2seql_tanh_h512_12k_lr0006_seqbest_no_l2_seed2,2,100002,261632,1.0,42.27192633104408,2742.361849092731,5.448714010710807,10.95171338681482,27.43503257949761,54.551190951379915,279.01958832988225,2975.8285597850313,909149.8734294865,0.27377002813111545,0.13693661325831702,52323.02097684008,1.0,0.015745834340879575,28,nan,2.0,3
L-NP,V-NP rescale,0.8,modcog:dmsintseq,dmsintseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed0,0,100000,261632,1.0,34.645677501394985,1869.5892892880684,5.587225248458589,11.294931749969335,28.29818994748658,56.15386260268846,278.61618842927265,2790.440197469707,840241.2459114977,0.28186919031311153,0.14163405088062622,52303.615881553276,1.0,0.02656589029923464,199,nan,4.0,4
L-NP,V-NP rescale,0.8,modcog:dmsintseq,dmsintseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed0,1,100001,261632,1.0,34.645677501394985,1869.5892892880684,5.587225248458589,11.294931749969335,28.29818994748658,56.15386260268846,278.61618842927265,2790.440197469707,840241.2459114977,0.28186919031311153,0.14163405088062622,52303.615881553276,1.0,0.02656589029923464,199,nan,4.0,4
L-NP,V-NP rescale,0.8,modcog:dmsintseq,dmsintseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed0,2,100002,261632,1.0,34.645677501394985,1869.5892892880684,5.587225248458589,11.294931749969335,28.29818994748658,56.15386260268846,278.61618842927265,2790.440197469707,840241.2459114977,0.28186919031311153,0.14163405088062622,52303.615881553276,1.0,0.02656589029923464,199,nan,4.0,4
L-NP,V-NP rescale,0.8,modcog:dmsintseq,dmsintseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed1,0,100000,261632,1.0,43.69669908018038,3820.6031960067285,5.452452416495667,11.062013747213584,27.527350515730816,54.71795623217036,275.83096651808575,2984.7649197725027,1793661.368777636,0.2763002996575342,0.137402917074364,52321.60917200373,1.0,0.02810311167296781,63,nan,4.0,4
L-NP,V-NP rescale,0.8,modcog:dmsintseq,dmsintseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed1,1,100001,261632,1.0,43.69669908018038,3820.6031960067285,5.452452416495667,11.062013747213584,27.527350515730816,54.71795623217036,275.83096651808575,2984.7649197725027,1793661.368777636,0.2763002996575342,0.137402917074364,52321.60917200373,1.0,0.02810311167296781,63,nan,4.0,4
L-NP,V-NP rescale,0.8,modcog:dmsintseq,dmsintseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed1,2,100002,261632,1.0,43.69669908018038,3820.6031960067285,5.452452416495667,11.062013747213584,27.527350515730816,54.71795623217036,275.83096651808575,2984.7649197725027,1793661.368777636,0.2763002996575342,0.137402917074364,52321.60917200373,1.0,0.02810311167296781,63,nan,4.0,4
L-NP,V-NP rescale,0.8,modcog:dmsintseq,dmsintseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed2,0,100000,261632,1.0,37.970091289024616,1606.7719165420526,5.839466719335217,11.784188700805034,29.052984685204553,57.98907171774757,280.41924069301535,2836.5826049442358,487900.2406273813,0.29504418419765166,0.14655699608610567,52139.41302168961,1.0,0.023675937700747503,945,nan,4.0,4
L-NP,V-NP rescale,0.8,modcog:dmsintseq,dmsintseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed2,1,100001,261632,1.0,37.970091289024616,1606.7719165420526,5.839466719335217,11.784188700805034,29.052984685204553,57.98907171774757,280.41924069301535,2836.5826049442358,487900.2406273813,0.29504418419765166,0.14655699608610567,52139.41302168961,1.0,0.023675937700747503,945,nan,4.0,4
L-NP,V-NP rescale,0.8,modcog:dmsintseq,dmsintseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed2,2,100002,261632,1.0,37.970091289024616,1606.7719165420526,5.839466719335217,11.784188700805034,29.052984685204553,57.98907171774757,280.41924069301535,2836.5826049442358,487900.2406273813,0.29504418419765166,0.14655699608610567,52139.41302168961,1.0,0.023675937700747503,945,nan,4.0,4
L-NP,V-NP rescale,0.8,modcog:multidlydmintseq,multidlydmintseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed0,0,100000,261632,1.0,63.58464472613851,12561.268193365791,6.2507389238857805,12.974464846241393,32.764643355125514,65.60236369816445,323.15007589227173,2799.1869472627814,6206557.069391077,0.3217649217221135,0.16349681996086105,50787.563369487674,1.0,0.005108219366195858,2784,nan,0.5,1
L-NP,V-NP rescale,0.8,modcog:multidlydmintseq,multidlydmintseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed0,1,100001,261632,1.0,63.58464472613851,12561.268193365791,6.2507389238857805,12.974464846241393,32.764643355125514,65.60236369816445,323.15007589227173,2799.1869472627814,6206557.069391077,0.3217649217221135,0.16349681996086105,50787.563369487674,1.0,0.005108219366195858,2784,nan,0.5,1
L-NP,V-NP rescale,0.8,modcog:multidlydmintseq,multidlydmintseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed0,2,100002,261632,1.0,63.58464472613851,12561.268193365791,6.2507389238857805,12.974464846241393,32.764643355125514,65.60236369816445,323.15007589227173,2799.1869472627814,6206557.069391077,0.3217649217221135,0.16349681996086105,50787.563369487674,1.0,0.005108219366195858,2784,nan,0.5,1
L-NP,V-NP rescale,0.8,modcog:multidlydmintseq,multidlydmintseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed1,0,100000,261632,1.0,46.38425912723773,2637.896745271614,6.296776593837199,13.077527946219917,33.06392468402029,66.40802257891136,341.3136470825257,3732.4779820633253,948814.3333081378,0.32436399217221135,0.16426889677103718,51158.569830142995,1.0,0.004761086899402679,2622,nan,0.5,1
L-NP,V-NP rescale,0.8,modcog:multidlydmintseq,multidlydmintseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed1,1,100001,261632,1.0,46.38425912723773,2637.896745271614,6.296776593837199,13.077527946219917,33.06392468402029,66.40802257891136,341.3136470825257,3732.4779820633253,948814.3333081378,0.32436399217221135,0.16426889677103718,51158.569830142995,1.0,0.004761086899402679,2622,nan,0.5,1
L-NP,V-NP rescale,0.8,modcog:multidlydmintseq,multidlydmintseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed1,2,100002,261632,1.0,46.38425912723773,2637.896745271614,6.296776593837199,13.077527946219917,33.06392468402029,66.40802257891136,341.3136470825257,3732.4779820633253,948814.3333081378,0.32436399217221135,0.16426889677103718,51158.569830142995,1.0,0.004761086899402679,2622,nan,0.5,1
L-NP,V-NP rescale,0.8,modcog:multidlydmintseq,multidlydmintseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed2,0,100000,261632,1.0,40.04721421302585,1232.1772942201512,6.586778610886256,13.650337534453351,34.437277495289145,69.41915250325657,339.53197556555074,3443.5712662999867,436441.6382670966,0.3393965569960861,0.17163038160469668,49180.93611143074,1.0,0.004361571725650483,3117,nan,0.5,1
L-NP,V-NP rescale,0.8,modcog:multidlydmintseq,multidlydmintseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed2,1,100001,261632,1.0,40.04721421302585,1232.1772942201512,6.586778610886256,13.650337534453351,34.437277495289145,69.41915250325657,339.53197556555074,3443.5712662999867,436441.6382670966,0.3393965569960861,0.17163038160469668,49180.93611143074,1.0,0.004361571725650483,3117,nan,0.5,1
L-NP,V-NP rescale,0.8,modcog:multidlydmintseq,multidlydmintseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed2,2,100002,261632,1.0,40.04721421302585,1232.1772942201512,6.586778610886256,13.650337534453351,34.437277495289145,69.41915250325657,339.53197556555074,3443.5712662999867,436441.6382670966,0.3393965569960861,0.17163038160469668,49180.93611143074,1.0,0.004361571725650483,3117,nan,0.5,1
